filename	explicit_chapter	implicit_chapter_stars	implicit_chapter_jpg	novel_no_separator	non-chapter	total_chunks
000853_Traummanner_&_Traumziele__Argentinien_-_Jennifer_Lewis,_India_Grey,_Melissa_Mcclon.json	45	0	0	0	19	64
000854_Traummanner_&_Traumziele__Italienische_Ins_-_Sarah_Morgan,_Amanda_Browning,_Annie_West,.json	45	0	0	0	18	63
000855_Turm_der_1000_Schrecken.json	0	32	0	0	10	42
000856_Uhl_Alpengold-337_9783751706315.json	0	29	0	0	6	35
000857_Vampir_von_Manhattan.json	0	23	0	0	9	32
000858_Vary_Alpengold-258_9783732556809.json	0	43	0	0	6	49
000859_Vennemann_Maddrax-304_9783838713397.json	0	0	24	0	11	35
000860_Vennemann_Maddrax-309_9783838714318.json	0	0	30	0	10	40
000861_Vennemann_Maddrax-320_9783838718071.json	0	0	24	0	11	35
000862_Vennemann_Maddrax-329_9783838720760.json	0	0	20	0	10	30
000863_Vennemann_Maddrax-337_9783838723723.json	0	0	27	0	10	37
000864_Vennemann_Maddrax-342_9783838727011.json	0	0	28	0	11	39
000865_Verbotene_Überstunden_mit_dem_boss.json	40	0	0	0	9	49
000866_Verschmaht_-_Hedwig_Courths-Mahler.json	0	0	0	0	6	6
000867_Vlcek_Das-Haus-Zamis-10_9783751714648.json	4	0	0	0	9	13
000868_Vlcek_Das-Haus-Zamis-11_9783751714655.json	5	0	0	0	9	14
000869_Vlcek_Das-Haus-Zamis-16_9783751714709.json	4	0	0	0	9	13
000870_Vlcek_Das-Haus-Zamis-17_9783751714716.json	6	0	0	0	9	15
000871_Vlcek_Das-Haus-Zamis-3_9783751705271.json	5	0	0	0	9	14
000872_Vlcek_Das-Haus-Zamis-6_9783751708685.json	6	0	0	0	9	15
000873_Vlcek_Das-Haus-Zamis-9_9783751714631.json	4	0	0	0	9	13
000874_Vlcek_Dorian-Hunter-1---Horror-Serie_9783732569823.json	5	0	0	0	8	13
000875_Vlcek_Dorian-Hunter-10---Horror-Seri_9783732576395.json	5	0	0	0	9	14
000876_Vlcek_Dorian-Hunter-11---Horror-Seri_9783732576401.json	5	0	0	0	9	14
000877_Vlcek_Dorian-Hunter-15---Horror-Seri_9783732577637.json	5	0	0	0	9	14
000878_Vlcek_Dorian-Hunter-16---Horror-Seri_9783732579686.json	5	0	0	0	9	14
000879_Vlcek_Dorian-Hunter-19---Horror-Seri_9783732580606.json	5	0	0	0	9	14
000880_Vlcek_Dorian-Hunter-25---Horror-Seri_9783732583997.json	5	0	0	0	9	14
000881_Vlcek_Dorian-Hunter-26---Horror-Seri_9783732585052.json	5	0	0	0	9	14
000882_Vlcek_Dorian-Hunter-3---Horror-Serie_9783732569847.json	5	0	0	0	8	13
000883_Vlcek_Dorian-Hunter-30---Horror-Seri_9783732588640.json	5	0	0	0	9	14
000884_Vlcek_Dorian-Hunter-34---Horror-Seri_9783732590957.json	5	0	0	0	9	14
000885_Vlcek_Dorian-Hunter-41---Horror-Seri_9783732591961.json	5	0	0	0	9	14
000886_Vlcek_Dorian-Hunter-45---Horror-Seri_9783732597970.json	5	0	0	0	9	14
000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987.json	5	0	0	0	9	14
000888_Vlcek_Dorian-Hunter-5---Horror-Serie_9783732573011.json	4	0	0	1	9	14
000889_Vlcek_Dorian-Hunter-6---Horror-Serie_9783732574049.json	6	0	0	0	9	15
000890_Vlcek_Dorian-Hunter-8---Horror-Serie_9783732574995.json	6	0	0	0	9	15
000891_Voehl_Das-Haus-Zamis-22_9783751719124.json	5	0	0	0	9	14
000892_Voehl_Das-Haus-Zamis-24_9783751719841.json	4	0	0	0	9	13
000893_Voehl_Das-Haus-Zamis-25_9783751720182.json	4	0	0	0	9	13
000894_Walker_Mythor-1_-Der-Sohn-des-Kometen_9783845397535.json	8	0	0	0	6	14
000895_Walker_Mythor-Paket-1_9783845399461.json	421	0	0	0	163	584
000896_Wallner_Alpengold---Folge-160_9783838756059.json	0	24	0	0	6	30
000897_Wallner_Alpengold-160_9783838756059.json	0	24	0	0	6	30
000898_Wallner_Alpengold-165_9783838756103.json	0	20	0	0	6	26
000899_Wallner_Alpengold-180_9783732504787.json	0	37	0	0	6	43
000900_Wallner_Alpengold-199_9783732516728.json	0	34	0	0	6	40
000901_Wallner_Alpengold-255_9783732554522.json	0	20	0	0	6	26
000902_Wallner_Alpengold-260_9783732557929.json	0	16	0	0	6	22
000903_Warren_Dorian-Hunter-20---Horror-Seri_9783732581832.json	5	0	0	0	9	14
000904_Warren_Dorian-Hunter-24---Horror-Seri_9783732583980.json	5	0	0	0	9	14
000905_Warren_Dorian-Hunter-28---Horror-Seri_9783732587186.json	5	0	0	0	9	14
000906_Warren_Dorian-Hunter-33---Horror-Seri_9783732590209.json	4	0	0	0	9	13
000907_Warren_Dorian-Hunter-38---Horror-Seri_9783732591930.json	5	0	0	0	9	14
000908_Warren_Dorian-Hunter-40---Horror-Seri_9783732591954.json	5	0	0	0	9	14
000909_Warren_Dorian-Hunter-43---Horror-Seri_9783732597956.json	5	0	0	0	9	14
000910_Warren_Dorian-Hunter-48---Horror-Seri_9783732598007.json	4	0	0	0	9	13
000911_Webb_Baccara-Spezial-Band-13_9783751500807.json	54	0	0	0	10	64
000912_Weber_Tiffany-Extra-Hot-_-Sexy-Band-_9783733752675.json	54	0	0	0	10	64
000913_Wechselhaft_wie_der_April__-_Andreas_Kufsteiner.json	0	22	0	0	6	28
000914_Weinland_2012---Folge-6_9783838713625.json	10	0	7	0	7	24
000915_Weinland_Maddrax-323_9783838718408.json	11	0	0	1	10	22
000916_Weinland_Maddrax-326_9783838720395.json	0	0	37	0	11	48
000917_Weinland_Maddrax-331_9783838721170.json	0	0	0	1	8	9
000918_Weinland_Maddrax-349_9783838744612.json	0	0	28	0	10	38
000919_Wendhofer_Alpengold-267_9783732561872.json	0	24	0	0	6	30
000920_Wendt_Fuersten-Roman-2619_9783751708111.json	0	0	31	0	6	37
000921_Widerstand_zwecklos_-_Roma_Lentz.json	0	0	0	1	6	7
000922_Wiemers_Romana-Traumziele-der-Liebe-Ba_9783733744281.json	33	0	0	0	8	41
000923_Wiemers_Romana-Traumziele-der-Liebe-Ba_9783733744595.json	29	0	0	0	10	39
000924_Wiemers_Romana-Traumziele-der-Liebe-Ba_9783733744748.json	32	0	0	0	9	41
000925_Wiemers_Romana-Weihnachten-2019_9783733745097.json	27	0	0	0	10	37
000926_Willingham_Die-Braut-des-irischen-Krieger_9783954466474.json	3	0	0	0	5	8
000927_Winter_Romana-Traumziele-der-Liebe-Ba_9783733744274.json	29	0	0	0	10	39
000928_Winterfield_Die-schwarzen-Perlen---Folge-2_9783732517695.json	0	35	0	0	7	42
000929_Winters_Das-Herz-des-griechischen-Mill_9783733727321.json	42	0	0	0	16	58
000930_Winters_Romana-Herzensbrecher-Band-1_9783733744304.json	32	0	0	0	8	40
000931_Wolf_Mythor-Paket-2_9783845399478.json	458	0	0	0	178	636
000932_Wolf_Mythor-Paket-3_9783845399485(1).json	450	0	0	0	171	621
000933_Wolf_Mythor-Paket-3_9783845399485.json	450	0	0	0	171	621
000934_Wolf_Mythor-Paket-4_9783845399492.json	404	0	0	0	147	551
000935_Wood_Julia-Extra-Band-384_9783733706401.json	50	0	0	0	10	60
000936_Zorn_Maddrax-322_9783838718392.json	0	0	25	0	11	36
000937_Zorn_Maddrax-328_9783838720753.json	0	0	30	0	11	41
000938_Zweig_Fuersten-Roman-2625_9783751711487.json	0	0	48	0	6	54
000939_Zweig_Fuersten-Roman-2632_9783751717854.json	0	0	33	0	6	39
000940_Zybell_Maddrax-303_9783838713205.json	0	0	25	0	10	35
000941_Zybell_Maddrax-306_9783838713533.json	0	0	29	0	10	39
000942_Zybell_Maddrax-319_9783838717739.json	0	0	32	0	10	42
000943_Zybell_Maddrax-330_9783838721163.json	0	0	24	0	11	35
000944_Zybell_Maddrax-334_9783838723068.json	0	0	23	0	11	34
000945_Zybell_Maddrax-336_9783838723716.json	0	0	26	0	11	37
000946_[Der_Landser_1081_]_Ewers,_H_G_-_Midway_II.json	0	0	0	0	12	12
000947_[Der_Landser_866_]_Ewers,_H_G_-_Feindflug_nach_Osten.json	0	0	0	0	10	10
000948_[Der_Landser_Grossband_1052_]_Griese,_Peter_-_Der_unsichtbare_Feind.json	0	0	0	0	3	3
000949_[Der_Landser_Grossband_878_]_Buchner,_A_-_Narvik.json	0	8	0	0	1	9
000950_[Der_Landser_Orange_1089_]_Francis,_Heinz_G_-_Kampf_In_Kareliens_Winterwaeldern.json	0	0	0	0	3	3
000951_[Der_Landser_Orange_1090_]_Mahr,_Kurt_-_Die_Feuerhoelle_Von_Kursk.json	0	0	0	0	5	5
000952_[Der_Landser_Orange_1091_]_Ewers,_H_G_-_Der_endlose_Weg.json	0	0	0	1	6	7
000953_[Der_Landser_Orange_704_]_Sandner_-_Die_Hoelle_von_Schepetowka.json	0	0	0	0	5	5
000954__Intime-Geschichten-Staffel-2--_9783740919498.json	0	64	0	0	20	84
000955__Irrlicht-Box-2---Mystikroman_9783740919047.json	0	0	0	0	25	25
000956__Irrlicht-Jubilaeumsbox-3---Myst_9783740927356.json	0	0	0	0	28	28
000957__Irrlicht-Jubilaeumsbox-4---Myst_9783740928421.json	0	0	0	0	22	22
